pi,piName,iec_range,cohort_id,companyId,companyName,avg_monthly_impressions,p99,p100,total_companies_in_cohort
31,Internet,201-500,201-500_31,157063,Super Highway Labs,251.0,21623.5,27051.5,138
155,IT Services & Consulting,201-500,201-500_155,157080,T2S Software Solutions,349.0,28670.0,100078.0,607
129,Healthcare,51-200,51-200_129,157090,CallHealth,3070.0,8987.5,8987.5,97
109,Beverage,1001-5000,1001-5000_109,157091,Diageo,8526.0,11706.0,11706.0,20
135,Logistics,1001-5000,1001-5000_135,157094,Shadowfax Technologies,6299.0,29095.5,29095.5,52
155,IT Services & Consulting,201-500,201-500_155,157129,SquadStack,372.5,28670.0,100078.0,607
149,Electronics Manufacturing,501-1000,501-1000_149,157132,Mettler-Toledo,1976.5,8242.0,8242.0,28
97,FinTech,501-1000,501-1000_97,157167,Edenred,273.0,5899.5,5899.5,27
155,IT Services & Consulting,51-200,51-200_155,157178,KRYPT,162.0,24634.5,159944.5,920
85,Recruitment,201-500,201-500_85,157218,SkillRecruit,550.0,25156.0,25156.0,50
31,Internet,201-500,201-500_31,157229,PepperTap,383.5,21623.5,27051.5,138
46,Real Estate,501-1000,501-1000_46,157264,M3M India,7054.0,17139.0,17139.0,59
31,Internet,1001-5000,1001-5000_31,157288,Moglix,5501.0,318308.5,361522.5,117
41,Non-Profit,11-50,11-50_41,157317,Going to School,201.0,4697.5,4697.5,22
85,Recruitment,51-200,51-200_85,157335,SamarthJobs Management Consultants,245.0,32100.5,32100.5,88
155,IT Services & Consulting,201-500,201-500_155,157344,SS Supply Chain Solutions,977.0,28670.0,100078.0,607
155,IT Services & Consulting,201-500,201-500_155,157354,Fluper,1268.0,28670.0,100078.0,607
155,IT Services & Consulting,201-500,201-500_155,157360,Grid Infocom,275.0,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,157397,Innotical Solutions,180.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,157478,ISYX Technologies,498.0,24634.5,159944.5,920
55,Telecom,201-500,201-500_55,157506,ITI Data,135.0,24148.0,24148.0,33
155,IT Services & Consulting,501-1000,501-1000_155,157554,SirionLabs,4389.0,20824.0,40421.0,304
85,Recruitment,201-500,201-500_85,157612,JConnect Infotech,115.0,25156.0,25156.0,50
155,IT Services & Consulting,51-200,51-200_155,157654,Sailfin Technologies,309.0,24634.5,159944.5,920
23,Food Processing,201-500,201-500_23,157666,Ingenuity Gaming,633.0,5080.0,5080.0,43
147,Semiconductors,501-1000,501-1000_147,157676,DIGICOMM Semiconductor,433.5,17642.0,17642.0,17
21,Financial Services,51-200,51-200_21,157712,Servosys Solutions,2544.0,16444.0,31517.0,214
99,Insurance,201-500,201-500_99,157716,Coverfox,314.0,6180.0,6180.0,17
155,IT Services & Consulting,51-200,51-200_155,157736,A5E Consulting,178.0,24634.5,159944.5,920
101,Investment Banking / Venture Capital / Private Equity,51-200,51-200_101,157737, CapitalAim Financial Advisor,331.0,2587.0,2587.0,29
24,Gaming,201-500,201-500_24,157775,Juego Studios,1132.5,1922.0,1922.0,13
121,EdTech,201-500,201-500_121,157786,Edufic Digital,363.0,50784.5,50784.5,37
36,Industrial Machinery,501-1000,501-1000_36,157792,ESAB,818.0,14989.0,14989.0,100
163,Electrical Equipment,5001-10000,5001-10000_163,157805,Legrand,2262.0,16848.0,16848.0,5
74,Facility Management Services,10001-50000,10001-50000_74,157811,ISS Facility Services,11840.0,12483.5,12483.5,10
155,IT Services & Consulting,1001-5000,1001-5000_155,157818,Sapiens,3464.5,89243.5,176256.0,347
161,Chemicals,201-500,201-500_161,157836,Air Liquide,9002.5,9138.5,9138.5,42
21,Financial Services,501-1000,501-1000_21,157837,FlexTrade Systems Inc.,114.0,14766.5,14766.5,86
31,Internet,201-500,201-500_31,157847,Xome,1111.0,21623.5,27051.5,138
155,IT Services & Consulting,501-1000,501-1000_155,157895,Primus Techsystems,408.5,20824.0,40421.0,304
155,IT Services & Consulting,201-500,201-500_155,157940,InApp Information Technologies,206.5,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,157970,Webgrity,129.5,24634.5,159944.5,920
175,Marketing & Advertising,51-200,51-200_175,157975,infoAnalytica,1917.5,14873.5,14873.5,73
21,Financial Services,10001-50000,10001-50000_21,158001,HDFC Sales,5407.5,174131.5,174131.5,42
155,IT Services & Consulting,51-200,51-200_155,158026,Techugo,12448.0,24634.5,159944.5,920
32,Iron & Steel,501-1000,501-1000_32,158029,Kalyani Forge,363.0,1539.5,1539.5,18
161,Chemicals,1001-5000,1001-5000_161,158043,India Glycols,1555.5,70933.0,70933.0,49
59,Other,11-50,11-50_59,158050,Absolute People Screen,148.0,535.5,535.5,6
155,IT Services & Consulting,201-500,201-500_155,158069,Systematix Infotech,119.0,28670.0,100078.0,607
145,BPO,501-1000,501-1000_145,158084,FBSPL- Fusion Business Solution P Limited ,316.5,1611.0,1611.0,18
155,IT Services & Consulting,1001-5000,1001-5000_155,158089,Yethi Consulting,507.5,89243.5,176256.0,347
155,IT Services & Consulting,201-500,201-500_155,158095,InfinityLabs,188.5,28670.0,100078.0,607
155,IT Services & Consulting,501-1000,501-1000_155,158102,PIT Solutions,618.0,20824.0,40421.0,304
21,Financial Services,51-200,51-200_21,158103,AFORE TECHNICAL SERVICES,147.0,16444.0,31517.0,214
155,IT Services & Consulting,51-200,51-200_155,158107,AIG Business Solution,984.5,24634.5,159944.5,920
31,Internet,51-200,51-200_31,158127,Blubirch,288.5,34743.0,38534.5,255
155,IT Services & Consulting,51-200,51-200_155,158138,C-Net Infotech,145.0,24634.5,159944.5,920
155,IT Services & Consulting,501-1000,501-1000_155,158180,NextGen Healthcare,1234.0,20824.0,40421.0,304
155,IT Services & Consulting,501-1000,501-1000_155,158196,Hitachi Solutions,299.5,20824.0,40421.0,304
24,Gaming,501-1000,501-1000_24,158197,International Game Technology,5066.0,5066.0,5066.0,7
91,Engineering & Construction,1001-5000,1001-5000_91,158199,ARCADIS,2820.5,35015.5,74535.5,129
147,Semiconductors,51-200,51-200_147,158212,OSRAM,415.0,2622.0,2622.0,34
111,Consumer Electronics & Appliances,1001-5000,1001-5000_111,158236,TCL,2009.5,44746.5,44746.5,53
85,Recruitment,51-200,51-200_85,158242,Gi Group,31021.5,32100.5,32100.5,88
143,Waste Management,501-1000,501-1000_143,158243,Xylem Water Solutions,2339.0,7216.5,7216.5,5
155,IT Services & Consulting,501-1000,501-1000_155,158261,Solugenix India Private Limited,1598.5,20824.0,40421.0,304
21,Financial Services,51-200,51-200_21,158284,IDBI Capital,4253.5,16444.0,31517.0,214
155,IT Services & Consulting,51-200,51-200_155,158341,QAssure Technologies,243.0,24634.5,159944.5,920
155,IT Services & Consulting,1001-5000,1001-5000_155,158409,Hyperlink Infosystem,167.0,89243.5,176256.0,347
155,IT Services & Consulting,51-200,51-200_155,158414,Appsierra,4808.0,24634.5,159944.5,920
157,Software Product,201-500,201-500_157,158454,Uniphore Software Systems,217.0,12910.0,27879.5,141
31,Internet,51-200,51-200_31,158497,CredR,152.5,34743.0,38534.5,255
155,IT Services & Consulting,51-200,51-200_155,158498,Tech Striker,236.0,24634.5,159944.5,920
31,Internet,201-500,201-500_31,158516,ZestMoney,852.5,21623.5,27051.5,138
31,Internet,51-200,51-200_31,158528,Wicked Ride Adventures,1384.5,34743.0,38534.5,255
6,Automobile,5001-10000,5001-10000_6,158534,CARS24 ,50183.5,50183.5,50183.5,19
127,Medical Equipment,51-200,51-200_127,158554,Axio Biosolutions,447.5,6770.0,6770.0,46
31,Internet,1001-5000,1001-5000_31,158561,Tata 1mg,22733.5,318308.5,361522.5,117
155,IT Services & Consulting,51-200,51-200_155,158582,Opcito Technologies,165.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,158601,GA Technocare Technology,117.0,24634.5,159944.5,920
97,FinTech,201-500,201-500_97,158608,Happay,321.0,9489.0,9489.0,48
155,IT Services & Consulting,201-500,201-500_155,158614,AppViewX,456.5,28670.0,100078.0,607
31,Internet,1001-5000,1001-5000_31,158618,Whatfix,1066.5,318308.5,361522.5,117
155,IT Services & Consulting,11-50,11-50_155,158630,Cloudway Consulting,195.0,17265.0,110794.5,433
155,IT Services & Consulting,51-200,51-200_155,158634,Lumbini Elite Solutions & Services,194.5,24634.5,159944.5,920
25,Jewellery,1001-5000,1001-5000_25,158638,Khazana Jewellery,3463.0,19381.0,19381.0,24
155,IT Services & Consulting,201-500,201-500_155,158642,Zifo RnD Solutions,6771.0,28670.0,100078.0,607
151,Emerging Technologies,501-1000,501-1000_151,158656,Innovatiview India Ltd,12730.0,13780.5,13780.5,10
155,IT Services & Consulting,11-50,11-50_155,158660,Jupsoft Technologies,109.0,17265.0,110794.5,433
157,Software Product,51-200,51-200_157,158708,Helpshift,118.5,19484.0,24151.0,247
175,Marketing & Advertising,51-200,51-200_175,158883,Communication Crafts,173.5,14873.5,14873.5,73
155,IT Services & Consulting,51-200,51-200_155,158906,IOTAP,220.5,24634.5,159944.5,920
115,Hospitality,501-1000,501-1000_115,158928,FabHotels,2059.0,2780.0,2780.0,27
155,IT Services & Consulting,51-200,51-200_155,158989,Damcosoft,132.0,24634.5,159944.5,920
31,Internet,5001-10000,5001-10000_31,158993,NoBroker,32835.5,74951.0,74951.0,14
157,Software Product,11-50,11-50_157,159008,IQLECT,111.5,15598.5,16984.0,142
21,Financial Services,11-50,11-50_21,159012,Mansa Infotech,203.0,13565.0,13565.0,98
36,Industrial Machinery,51-200,51-200_36,159023,TAK Technologies,179.0,13473.5,16320.5,106
39,Metals & Mining,1001-5000,1001-5000_39,159024,RattanIndia Power,547.5,16107.0,16107.0,34
175,Marketing & Advertising,501-1000,501-1000_175,159030,Schbang,732.0,16062.5,16062.5,16
21,Financial Services,501-1000,501-1000_21,159038,Elagoon Business Solutions,208.5,14766.5,14766.5,86
21,Financial Services,51-200,51-200_21,159040,AmpleLogic,225.5,16444.0,31517.0,214
175,Marketing & Advertising,11-50,11-50_175,159076,Grapes Digital,386.5,5777.0,5777.0,56
155,IT Services & Consulting,201-500,201-500_155,159083,Reflections Info Systems,161.5,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,159093,Plaxonic Technologies,252.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,159102,Ecosmob Technologies,147.5,24634.5,159944.5,920
85,Recruitment,201-500,201-500_85,159165,Talent Recruit Software,120.0,25156.0,25156.0,50
155,IT Services & Consulting,201-500,201-500_155,159170,Data Template Infotech,207.0,28670.0,100078.0,607
111,Consumer Electronics & Appliances,201-500,201-500_111,159172,Teksun Microsys,118.5,3417.0,3417.0,24
155,IT Services & Consulting,51-200,51-200_155,159173,Mitosis Technologies,153.0,24634.5,159944.5,920
155,IT Services & Consulting,201-500,201-500_155,159226,Acquia,698.0,28670.0,100078.0,607
193,Management Consulting,501-1000,501-1000_193,159230,ICF International,659.0,43709.0,43709.0,12
157,Software Product,201-500,201-500_157,159237,Full Creative,1744.5,12910.0,27879.5,141
185,Broadcasting,201-500,201-500_185,159381,YuppTV,536.0,536.0,536.0,6
155,IT Services & Consulting,51-200,51-200_155,159459,Starsun Technology,177.0,24634.5,159944.5,920
159,Auto Components,1001-5000,1001-5000_159,159463,Lumax Industries,4389.0,25235.0,32599.5,115
155,IT Services & Consulting,51-200,51-200_155,159465,BR Softech,109.0,24634.5,159944.5,920
59,Other,1001-5000,1001-5000_59,159484,Indian Political Action Committee,1220.5,25609.0,25609.0,15
155,IT Services & Consulting,51-200,51-200_155,159517,Spritle Software,163.0,24634.5,159944.5,920
157,Software Product,51-200,51-200_157,159528,Nine Hertz,168.5,19484.0,24151.0,247
145,BPO,201-500,201-500_145,159531,Valenta AI Private Limited,6071.0,8388.5,8388.5,45
155,IT Services & Consulting,201-500,201-500_155,159612,BEO Software,428.5,28670.0,100078.0,607
21,Financial Services,201-500,201-500_21,159633,ISS Softtech,136.0,12502.0,15819.0,130
155,IT Services & Consulting,51-200,51-200_155,159636,Sapphire Software Solutions (India),4646.5,24634.5,159944.5,920
21,Financial Services,50001-100000,50001-100000_21,159639,Aditya Birla Finance,2486.5,179882.0,179882.0,6
97,FinTech,11-50,11-50_97,159653,CoinTribe,173.0,619.0,619.0,18
36,Industrial Machinery,1001-5000,1001-5000_36,159660,Essjay Ericsson,315.5,74019.0,108376.5,112
155,IT Services & Consulting,51-200,51-200_155,159661,QuyTech,271.0,24634.5,159944.5,920
121,EdTech,1001-5000,1001-5000_121,159674,InterviewBit,262.5,55718.0,55718.0,29
101,Investment Banking / Venture Capital / Private Equity,51-200,51-200_101,159703,Faircent.com,1172.0,2587.0,2587.0,29
155,IT Services & Consulting,51-200,51-200_155,159708,DotMappers IT,152.5,24634.5,159944.5,920
34,Legal,501-1000,501-1000_34,159719,Vakilsearch,2866.0,5958.5,5958.5,8
175,Marketing & Advertising,51-200,51-200_175,159724,EvolutionCo,603.5,14873.5,14873.5,73
121,EdTech,501-1000,501-1000_121,159741,Imarticus Learning,4110.5,19559.5,19559.5,29
31,Internet,1001-5000,1001-5000_31,159747,Onsitego,285.5,318308.5,361522.5,117
21,Financial Services,11-50,11-50_21,159750,SaaS Labs,911.5,13565.0,13565.0,98
31,Internet,501-1000,501-1000_31,159802,Cloudtail India,279.0,17865.5,17865.5,97
21,Financial Services,51-200,51-200_21,159808,Ultimez Technology,155.0,16444.0,31517.0,214
21,Financial Services,201-500,201-500_21,159846,CME Group,1380.0,12502.0,15819.0,130
155,IT Services & Consulting,201-500,201-500_155,159881,Mobiquity,118.0,28670.0,100078.0,607
155,IT Services & Consulting,501-1000,501-1000_155,159884,Coupa Software Inc,353.5,20824.0,40421.0,304
119,Travel & Tourism,201-500,201-500_119,159928,Crystal Travel,209.0,1581.0,1581.0,21
91,Engineering & Construction,201-500,201-500_91,159929,NNE,527.0,17105.0,19014.0,128
161,Chemicals,201-500,201-500_161,159964,Atotech,380.0,9138.5,9138.5,42
111,Consumer Electronics & Appliances,1001-5000,1001-5000_111,159978,Xiaomi,4348.0,44746.5,44746.5,53
46,Real Estate,1001-5000,1001-5000_46,159992,Parsvnath Developers,181.0,70457.5,70457.5,50
155,IT Services & Consulting,201-500,201-500_155,160006,Anblicks,265.5,28670.0,100078.0,607
193,Management Consulting,51-200,51-200_193,160079,159 Solutions,101.0,8781.0,8781.0,55
155,IT Services & Consulting,201-500,201-500_155,160084,Tech Tammina,816.5,28670.0,100078.0,607
145,BPO,10001-50000,10001-50000_145,160089,Cogent E Services,5605.0,332781.5,332781.5,14
155,IT Services & Consulting,51-200,51-200_155,160120,MITYUNG Infotech,113.0,24634.5,159944.5,920
155,IT Services & Consulting,201-500,201-500_155,160125,ValGenesis,1780.5,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,160167,Codelattice Digital Solutions,343.0,24634.5,159944.5,920
83,Analytics & KPO,51-200,51-200_83,160176,Systech Solutions,3917.5,11430.5,11430.5,56
49,Retail,5001-10000,5001-10000_49,160180,Glaze Trading India,340.5,32639.5,32639.5,15
155,IT Services & Consulting,201-500,201-500_155,160186,Techolution,1283.5,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,160203,BMS Innolabs Software,258.5,24634.5,159944.5,920
18,Design,11-50,11-50_18,160273,Koru,108.0,1414.5,1414.5,16
21,Financial Services,201-500,201-500_21,160311,Multi Commodity Exchange of India,301.0,12502.0,15819.0,130
189,Accounting & Auditing,1001-5000,1001-5000_189,160315,Suresh Surana & Associates,1286.5,36865.5,36865.5,9
44,Power,1-10,1-10_44,160346,Hindustan PowerProjects,922.5,1639.0,1639.0,2
175,Marketing & Advertising,51-200,51-200_175,160348,Adlift,270.0,14873.5,14873.5,73
21,Financial Services,51-200,51-200_21,160352,Bridge Global,251.0,16444.0,31517.0,214
155,IT Services & Consulting,11-50,11-50_155,160367,Logic Heart,151.0,17265.0,110794.5,433
175,Marketing & Advertising,201-500,201-500_175,160368,Stellar Organisation,533.0,13202.0,13202.0,47
155,IT Services & Consulting,51-200,51-200_155,160370,CodeCraft Technologies,117.0,24634.5,159944.5,920
155,IT Services & Consulting,501-1000,501-1000_155,160372,Cadmaxx Solutions,155.5,20824.0,40421.0,304
46,Real Estate,201-500,201-500_46,160376,BHIVE Workspace,532.0,12233.0,13549.5,104
175,Marketing & Advertising,51-200,51-200_175,160379,Growisto,3380.5,14873.5,14873.5,73
83,Analytics & KPO,51-200,51-200_83,160387,Avontix,6119.5,11430.5,11430.5,56
21,Financial Services,11-50,11-50_21,160471,TestOrigen,209.0,13565.0,13565.0,98
21,Financial Services,1001-5000,1001-5000_21,160478,Razorpay,17914.5,35134.5,50693.0,150
157,Software Product,11-50,11-50_157,160484,QuickRide,4659.5,15598.5,16984.0,142
121,EdTech,51-200,51-200_121,160492,Edwisor,105.0,25983.0,25983.0,57
145,BPO,201-500,201-500_145,160518,Mindpool Technologies,283.5,8388.5,8388.5,45
31,Internet,11-50,11-50_31,160529,Heckyl Technologies,118.0,14934.0,22185.0,138
155,IT Services & Consulting,11-50,11-50_155,160530,Amicron Soft Solutions,236.0,17265.0,110794.5,433
193,Management Consulting,51-200,51-200_193,160537,BIS Research,672.5,8781.0,8781.0,55
129,Healthcare,201-500,201-500_129,160546,Healthcare Informatics,292.5,10433.0,11303.5,115
46,Real Estate,201-500,201-500_46,160612,Gera Developments,292.5,12233.0,13549.5,104
21,Financial Services,501-1000,501-1000_21,160613,Axio,710.0,14766.5,14766.5,86
155,IT Services & Consulting,201-500,201-500_155,160642,Entransys,122.0,28670.0,100078.0,607
101,Investment Banking / Venture Capital / Private Equity,51-200,51-200_101,160681,EduTech VC,471.0,2587.0,2587.0,29
179,Media & Entertainment,501-1000,501-1000_179,160699,Gracenote,402.5,3270.0,3270.0,10
159,Auto Components,201-500,201-500_159,160733,FEV,823.0,8236.5,8236.5,74
83,Analytics & KPO,5001-10000,5001-10000_83,160746,Serco,3095.0,37740.5,37740.5,10
163,Electrical Equipment,201-500,201-500_163,160747,Hubbell,503.0,14012.5,14012.5,27
31,Internet,201-500,201-500_31,160760,RELX Group,329.0,21623.5,27051.5,138
39,Metals & Mining,51-200,51-200_39,160801,Tenova,152.5,2044.5,2044.5,23
89,Hardware & Networking,1001-5000,1001-5000_89,160818,Vertiv,8149.0,38120.5,38120.5,19
87,Education & Training,1001-5000,1001-5000_87,160822,IDP Education Limited,4917.0,47351.5,47351.5,79
129,Healthcare,1001-5000,1001-5000_129,160852,Advantmed,2868.0,25991.0,27169.5,106
155,IT Services & Consulting,51-200,51-200_155,160862,Scan-IT,191.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,160927,Fresh Gravity,102.0,24634.5,159944.5,920
23,Food Processing,1001-5000,1001-5000_23,160962,Shree Renuka Sugars,617.0,19983.5,19983.5,48
155,IT Services & Consulting,201-500,201-500_155,161009,SolCen Technologies,229.0,28670.0,100078.0,607
85,Recruitment,201-500,201-500_85,161057,Talentpro,7857.5,25156.0,25156.0,50
155,IT Services & Consulting,51-200,51-200_155,161059,Xportsoft Technologies,166.0,24634.5,159944.5,920
155,IT Services & Consulting,201-500,201-500_155,161093,NewAge Software & Solutions,183.5,28670.0,100078.0,607
155,IT Services & Consulting,201-500,201-500_155,161115,SPAN Technology Services,231.0,28670.0,100078.0,607
31,Internet,51-200,51-200_31,161120,TripFactory,2151.0,34743.0,38534.5,255
155,IT Services & Consulting,11-50,11-50_155,161121,Nicole Infosoft,296.5,17265.0,110794.5,433
155,IT Services & Consulting,201-500,201-500_155,161140,Webtel Electrosoft,201.5,28670.0,100078.0,607
31,Internet,201-500,201-500_31,161220,FieldAssist,233.0,21623.5,27051.5,138
22,FMCG,501-1000,501-1000_22,161242,Anmol Biscuits,256.5,2887.5,2887.5,33
56,Fashion & Textile,1001-5000,1001-5000_56,161253,Donear Industries,284.5,14702.5,14702.5,54
91,Engineering & Construction,1001-5000,1001-5000_91,161274,Essel Infraprojects,117.5,35015.5,74535.5,129
85,Recruitment,5001-10000,5001-10000_85,161316,Kutumbh Care,588.0,588.0,588.0,6
175,Marketing & Advertising,51-200,51-200_175,161336,Cog Culture,330.0,14873.5,14873.5,73
21,Financial Services,51-200,51-200_21,161339,eMind Technologies,186.5,16444.0,31517.0,214
155,IT Services & Consulting,51-200,51-200_155,161357,Redian Software,121.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,161401,Ideamagix,170.0,24634.5,159944.5,920
21,Financial Services,51-200,51-200_21,161416,Dentsu Webchutney,108.0,16444.0,31517.0,214
121,EdTech,201-500,201-500_121,161427,Acadecraft,4799.5,50784.5,50784.5,37
155,IT Services & Consulting,51-200,51-200_155,161434,Acknown Technologies,522.0,24634.5,159944.5,920
85,Recruitment,501-1000,501-1000_85,161453,Vega Intellisoft,316.0,9783.0,9783.0,38
24,Gaming,1001-5000,1001-5000_24,161465,Junglee Games,3268.0,5453.0,5453.0,7
155,IT Services & Consulting,1001-5000,1001-5000_155,161500,NeoSOFT,16087.5,89243.5,176256.0,347
155,IT Services & Consulting,501-1000,501-1000_155,161507,Novigo Solutions,130.5,20824.0,40421.0,304
21,Financial Services,11-50,11-50_21,161517,Royal Futures Consultants,126.0,13565.0,13565.0,98
31,Internet,1001-5000,1001-5000_31,161519,Faasos Food Services,245.5,318308.5,361522.5,117
26,Building Material,201-500,201-500_26,161523,Magicrete Building Solutions,375.5,3903.5,3903.5,29
22,FMCG,1001-5000,1001-5000_22,161532,IFCI Financial Services,142.5,21805.0,21805.0,68
155,IT Services & Consulting,201-500,201-500_155,161537,Ojas Innovative Technologies,725.0,28670.0,100078.0,607
5,Architecture & Interior Design,5001-10000,5001-10000_5,161539,LivSpace,11014.5,48359.5,48359.5,2
155,IT Services & Consulting,51-200,51-200_155,161542,Geekyants Software,2665.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,161549,Powerupcloud Technologies,1563.0,24634.5,159944.5,920
21,Financial Services,51-200,51-200_21,161556,Dewan P N Chopra & Co,210.5,16444.0,31517.0,214
155,IT Services & Consulting,201-500,201-500_155,161609,Mobineers Info Systems,399.0,28670.0,100078.0,607
147,Semiconductors,201-500,201-500_147,161660,AdeptChip Services,160.0,3876.5,3876.5,32
99,Insurance,51-200,51-200_99,161676,SecureNow Insurance Broker,188.5,5522.0,5522.0,15
21,Financial Services,201-500,201-500_21,161695,IndiaLends,2386.5,12502.0,15819.0,130
157,Software Product,11-50,11-50_157,161696,IPHS Technologies,715.0,15598.5,16984.0,142
21,Financial Services,201-500,201-500_21,161702,India1 Payments,129.5,12502.0,15819.0,130
31,Internet,201-500,201-500_31,161717,Biogen,245.0,21623.5,27051.5,138
189,Accounting & Auditing,1001-5000,1001-5000_189,161746,Crowe Horwath,1201.5,36865.5,36865.5,9
129,Healthcare,51-200,51-200_129,161759,KARL STORZ,116.0,8987.5,8987.5,97
157,Software Product,201-500,201-500_157,161763,AppDynamics,137.0,12910.0,27879.5,141
22,FMCG,1001-5000,1001-5000_22,161776,McCain Foods,2724.5,21805.0,21805.0,68
155,IT Services & Consulting,501-1000,501-1000_155,161805,Rimini Street,179.5,20824.0,40421.0,304
21,Financial Services,51-200,51-200_21,161812,Admiral Group,101.0,16444.0,31517.0,214
56,Fashion & Textile,1001-5000,1001-5000_56,161839,YKK,1709.5,14702.5,14702.5,54
91,Engineering & Construction,501-1000,501-1000_91,161840,Tractebel,6049.5,10606.0,10606.0,64
121,EdTech,51-200,51-200_121,161850,NetCom Learning,606.0,25983.0,25983.0,57
129,Healthcare,10001-50000,10001-50000_129,161869,R1 RCM,26515.5,77703.0,77703.0,17
36,Industrial Machinery,501-1000,501-1000_36,161870, EagleBurgmann,334.0,14989.0,14989.0,100
155,IT Services & Consulting,51-200,51-200_155,161895,Caprus IT,100.0,24634.5,159944.5,920
191,Content Development,51-200,51-200_191,161902,Jouve,172.5,475.0,475.0,5
157,Software Product,51-200,51-200_157,161907,WellDoc,595.0,19484.0,24151.0,247
36,Industrial Machinery,201-500,201-500_36,161935,Burckhardt Compression,2637.5,8643.0,8643.0,100
151,Emerging Technologies,51-200,51-200_151,161938,Verificient Technologies,2651.0,10844.0,10844.0,50
36,Industrial Machinery,501-1000,501-1000_36,161942,Uniparts Group,614.0,14989.0,14989.0,100
155,IT Services & Consulting,51-200,51-200_155,161945,Vertisystem,107.0,24634.5,159944.5,920
21,Financial Services,11-50,11-50_21,161977,LogiCoy,116.0,13565.0,13565.0,98
155,IT Services & Consulting,1001-5000,1001-5000_155,161999,SBL,126.5,89243.5,176256.0,347
23,Food Processing,501-1000,501-1000_23,162048,Sula Vineyards,302.0,6207.5,6207.5,40
27,Animation & VFX,11-50,11-50_27,162072,HMX Media,212.0,656.5,656.5,3
31,Internet,1001-5000,1001-5000_31,162143,Jigsaw Academy,229.0,318308.5,361522.5,117
25,Jewellery,1001-5000,1001-5000_25,162194,Vaibhav Global,2034.0,19381.0,19381.0,24
137,Oil & Gas,501-1000,501-1000_137,162206,Valdel Engineers & Constructors,215.5,4128.0,4128.0,31
157,Software Product,501-1000,501-1000_157,162212,Darwinbox,2441.5,22195.5,22195.5,43
21,Financial Services,11-50,11-50_21,162232,SysArc Infomatix,6945.0,13565.0,13565.0,98
131,Pharma,10001-50000,10001-50000_131,162296,Apollo Pharmacy,14465.0,120510.5,120510.5,19
34,Legal,201-500,201-500_34,162303,J. Sagar Associates,362.5,4558.0,4558.0,18
31,Internet,51-200,51-200_31,162311,iimjobs.com ,122.0,34743.0,38534.5,255
135,Logistics,1001-5000,1001-5000_135,162320,Holisol Logistics,203.5,29095.5,29095.5,52
155,IT Services & Consulting,201-500,201-500_155,162324,Qualitas Global QA Labs,111.0,28670.0,100078.0,607
157,Software Product,51-200,51-200_157,162397,Unistal Systems,788.0,19484.0,24151.0,247
155,IT Services & Consulting,11-50,11-50_155,162410,Cyrus Technoedge,393.0,17265.0,110794.5,433
59,Other,1001-5000,1001-5000_59,162436,Luxor Writing Instruments,328.5,25609.0,25609.0,15
46,Real Estate,201-500,201-500_46,162507,JP Infra,3713.5,12233.0,13549.5,104
145,BPO,5001-10000,5001-10000_145,162522,Radical Minds,545.0,56045.0,56045.0,9
157,Software Product,201-500,201-500_157,162542,AdvantageClub.ai,322.5,12910.0,27879.5,141
155,IT Services & Consulting,201-500,201-500_155,162544,TVS Next,1091.0,28670.0,100078.0,607
155,IT Services & Consulting,501-1000,501-1000_155,162552,Ahana Systems & Solutions,498.0,20824.0,40421.0,304
46,Real Estate,51-200,51-200_46,162554,Pin Click,1386.0,12326.5,16333.5,109
21,Financial Services,201-500,201-500_21,162559,CIOReview,115.0,12502.0,15819.0,130
155,IT Services & Consulting,11-50,11-50_155,162585,Blueberry Digital Labs,174.0,17265.0,110794.5,433
155,IT Services & Consulting,51-200,51-200_155,162586,Pratyin Infotech Consulting,224.0,24634.5,159944.5,920
56,Fashion & Textile,5001-10000,5001-10000_56,162591,Bombay Rayon Fashions,237.5,4888.5,4888.5,7
26,Building Material,1001-5000,1001-5000_26,162605,Action Tesa,452.0,37560.5,37560.5,69
44,Power,1001-5000,1001-5000_44,162657,Sudhir Power,491.5,42208.5,42208.5,49
145,BPO,501-1000,501-1000_145,162698,Sand Martin Consultants,260.5,1611.0,1611.0,18
129,Healthcare,201-500,201-500_129,162727,Qi Spine Clinic,556.5,10433.0,11303.5,115
55,Telecom,51-200,51-200_55,162745,Alethea Communications Technologies,209.5,100948.5,100948.5,44
155,IT Services & Consulting,51-200,51-200_155,162754,Kovaion Consulting,162.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,162756,Mallow Technologies,199.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,162762,KNOWARTH Technologies,434.0,24634.5,159944.5,920
