pi,piName,iec_range,cohort_id,companyId,companyName,avg_monthly_impressions,p99,p100,total_companies_in_cohort
157,Software Product,11-50,11-50_157,1020213,EVE Technologies,108.0,15598.5,16984.0,142
121,EdTech,501-1000,501-1000_121,1020593,Acmegrade,1801.0,19559.5,19559.5,29
149,Electronics Manufacturing,11-50,11-50_149,1020625,AvenueCorp,124.0,1558.5,1558.5,17
155,IT Services & Consulting,51-200,51-200_155,1020687,Codvo,215.5,24634.5,159944.5,920
193,Management Consulting,201-500,201-500_193,1022389,KG Invicta Services,337.5,4384.5,4384.5,28
157,Software Product,11-50,11-50_157,1022461,Radancy,101.5,15598.5,16984.0,142
145,BPO,201-500,201-500_145,1022717,Talent Formula,197.0,8388.5,8388.5,45
193,Management Consulting,11-50,11-50_193,1022763,GForce Consulting Solutions OPC Private Limited,315.0,6023.5,6023.5,28
55,Telecom,10001-50000,10001-50000_55,1023779,VOIS,4572.5,76534.0,76534.0,13
193,Management Consulting,11-50,11-50_193,1023865,TalentCo HR Services LLP,129.0,6023.5,6023.5,28
129,Healthcare,201-500,201-500_129,1023951,SugarFit,298.0,10433.0,11303.5,115
129,Healthcare,51-200,51-200_129,1024067,CureLink,371.0,8987.5,8987.5,97
175,Marketing & Advertising,11-50,11-50_175,1024437,DIGITAL PLANET,105.0,5777.0,5777.0,56
46,Real Estate,201-500,201-500_46,1024767,Pranav Constructions Limited (PCPL),110.0,12233.0,13549.5,104
36,Industrial Machinery,1001-5000,1001-5000_36,1024833,Sigma Engineered Solutions,288.0,74019.0,108376.5,112
87,Education & Training,51-200,51-200_87,1025011,Classcanyon,1130.0,21660.5,28802.5,244
87,Education & Training,1001-5000,1001-5000_87,1025145,Bhanzu,1886.0,47351.5,47351.5,79
31,Internet,201-500,201-500_31,1025513,Fluence,410.0,21623.5,27051.5,138
155,IT Services & Consulting,201-500,201-500_155,1025569,EZ Works,137.5,28670.0,100078.0,607
21,Financial Services,201-500,201-500_21,1026015,Godavari Krishna Co-operative Society,476.0,12502.0,15819.0,130
129,Healthcare,501-1000,501-1000_129,1026371,Aster Hospitals,430.5,9328.0,9328.0,79
91,Engineering & Construction,1001-5000,1001-5000_91,1026535,Universal Mep Projects & Engineering Services,171.0,35015.5,74535.5,129
193,Management Consulting,1001-5000,1001-5000_193,1026693,Nexdigm,3340.5,21035.0,21035.0,8
87,Education & Training,51-200,51-200_87,1026745,Frontlines Edutech (FLM),165.0,21660.5,28802.5,244
31,Internet,51-200,51-200_31,1026755,Flam,154.5,34743.0,38534.5,255
155,IT Services & Consulting,51-200,51-200_155,1026969,RouteFabric,197.0,24634.5,159944.5,920
135,Logistics,51-200,51-200_135,1027441,GreenCell Mobility,203.0,5849.0,5849.0,42
155,IT Services & Consulting,201-500,201-500_155,1027517,PayMe India,606.0,28670.0,100078.0,607
46,Real Estate,51-200,51-200_46,1027819,Arvind Smartspaces Limited,242.5,12326.5,16333.5,109
155,IT Services & Consulting,201-500,201-500_155,1028221,Capace Software,192.0,28670.0,100078.0,607
155,IT Services & Consulting,201-500,201-500_155,1028405,VDart Digital,103.0,28670.0,100078.0,607
18,Design,51-200,51-200_18,1028429,FP India Project Management Consultancy Services,377.0,1552.0,1552.0,24
31,Internet,501-1000,501-1000_31,1028735,Flipkart Wholesale,186.5,17865.5,17865.5,97
155,IT Services & Consulting,11-50,11-50_155,1028907,Raneso Global,170.0,17265.0,110794.5,433
145,BPO,1001-5000,1001-5000_145,1029347,MYND Intergrated Solutions,117.5,34475.5,34475.5,61
95,Banking,5001-10000,5001-10000_95,1029411,Unity Small Finance Bank,1114.0,8676.0,8676.0,14
31,Internet,201-500,201-500_31,1029557,Credicus,16067.0,21623.5,27051.5,138
147,Semiconductors,201-500,201-500_147,1029901,Scaledge,178.5,3876.5,3876.5,32
157,Software Product,51-200,51-200_157,1030425,Upland Software,780.5,19484.0,24151.0,247
175,Marketing & Advertising,11-50,11-50_175,1030793,OMK Solutions,118.5,5777.0,5777.0,56
87,Education & Training,11-50,11-50_87,1030911,My Engineering Buddy,211.5,36810.0,36810.0,96
21,Financial Services,51-200,51-200_21,1032559,Cheq Digital,123.0,16444.0,31517.0,214
155,IT Services & Consulting,201-500,201-500_155,1032683,kipi.ai,1385.0,28670.0,100078.0,607
31,Internet,11-50,11-50_31,1032935,PayGlocal,160.0,14934.0,22185.0,138
155,IT Services & Consulting,11-50,11-50_155,1034075,Mnemosys IT Services,122.0,17265.0,110794.5,433
155,IT Services & Consulting,201-500,201-500_155,1034289,Inadev,217.5,28670.0,100078.0,607
6,Automobile,51-200,51-200_6,1034343,Exponent Energy,259.5,3991.0,3991.0,28
155,IT Services & Consulting,51-200,51-200_155,1034375,pracemo global solutions,415.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,1034701,Koantek,515.0,24634.5,159944.5,920
49,Retail,201-500,201-500_49,1034715,Cocoblu,202.0,21240.0,21240.0,51
46,Real Estate,201-500,201-500_46,1034925,Consolidated Analytics,329.0,12233.0,13549.5,104
97,FinTech,51-200,51-200_97,1035145,FlexM Private Limited,116.0,12478.5,12478.5,60
26,Building Material,5001-10000,5001-10000_26,1035755,Motherson Sumi Wiring,1447.0,36673.0,36673.0,14
155,IT Services & Consulting,51-200,51-200_155,1036201,Hostnetindia,178.0,24634.5,159944.5,920
103,NBFC,201-500,201-500_103,1036703,Ratnaafin Capital,382.0,781.5,781.5,9
97,FinTech,51-200,51-200_97,1036845,Branchx,123.5,12478.5,12478.5,60
31,Internet,11-50,11-50_31,1036929,Corridor Web Agency,138.0,14934.0,22185.0,138
157,Software Product,11-50,11-50_157,1037157,QPe India,100.0,15598.5,16984.0,142
31,Internet,11-50,11-50_31,1038021,Thrise,314.0,14934.0,22185.0,138
157,Software Product,51-200,51-200_157,1038171,mindZvue,140.5,19484.0,24151.0,247
155,IT Services & Consulting,11-50,11-50_155,1038871,Coditro,672.0,17265.0,110794.5,433
103,NBFC,201-500,201-500_103,1039005,RADIAN FINSERV,130.0,781.5,781.5,9
157,Software Product,51-200,51-200_157,1039635,Everstage Technologies Private Limited,214.0,19484.0,24151.0,247
145,BPO,201-500,201-500_145,1040449,Woodrock Infotech Private Limited,124.0,8388.5,8388.5,45
39,Metals & Mining,51-200,51-200_39,1040515,Hindustan Gold Industries ,164.0,2044.5,2044.5,23
155,IT Services & Consulting,201-500,201-500_155,1040541,Tata nexarc,7151.0,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,1040637,Induct Solutions,307.0,24634.5,159944.5,920
155,IT Services & Consulting,1001-5000,1001-5000_155,1040699,Concentrix Catalyst,2828.0,89243.5,176256.0,347
157,Software Product,11-50,11-50_157,1041111,QuickReply.ai,103.0,15598.5,16984.0,142
97,FinTech,1001-5000,1001-5000_97,1041379,Tide - Business Management Platform,2500.5,157634.0,157634.0,23
21,Financial Services,51-200,51-200_21,1042109,Kalkine Solutions,111.0,16444.0,31517.0,214
159,Auto Components,501-1000,501-1000_159,1042389,Zf Rane Automotive,1169.0,10196.0,10196.0,53
97,FinTech,51-200,51-200_97,1043395,Kapitus Strategy Services,106.0,12478.5,12478.5,60
34,Legal,201-500,201-500_34,1044051,ARCHER Transnational Systems Private Limited,570.0,4558.0,4558.0,18
97,FinTech,201-500,201-500_97,1044073,Freo,164.0,9489.0,9489.0,48
26,Building Material,51-200,51-200_26,1044143,Vaalve India,110.0,3712.5,3712.5,26
155,IT Services & Consulting,201-500,201-500_155,1044969,Blackbaud,1265.0,28670.0,100078.0,607
46,Real Estate,51-200,51-200_46,1045065,Mangalam Landmarks,552.0,12326.5,16333.5,109
155,IT Services & Consulting,201-500,201-500_155,1045199,Celsior Technologies,103.0,28670.0,100078.0,607
21,Financial Services,201-500,201-500_21,1045237,Mizuho Global Services,343.5,12502.0,15819.0,130
5,Architecture & Interior Design,11-50,11-50_5,1045853,Simplify Home,140.0,1508.5,1508.5,16
169,Packaging,1001-5000,1001-5000_169,1046335,Schott Poonawalla,304.0,8049.0,8049.0,18
155,IT Services & Consulting,100001+,100001+_155,1046361,Capgemini Engineering,4684.0,1832384.5,1832384.5,9
113,Fitness & Wellness,1001-5000,1001-5000_113,1046575,UR Life,232.0,5002.5,5002.5,4
157,Software Product,51-200,51-200_157,1048073,BiofuelCircle,224.0,19484.0,24151.0,247
22,FMCG,51-200,51-200_22,1049183,Euro Foods Private Limited,215.5,3406.0,3406.0,29
155,IT Services & Consulting,51-200,51-200_155,1049887,Bluefield Technologies,309.0,24634.5,159944.5,920
109,Beverage,51-200,51-200_109,1050177,Boatload Minds,157.0,4812.5,4812.5,15
97,FinTech,501-1000,501-1000_97,1050193,Bread Financial,1429.5,5899.5,5899.5,27
155,IT Services & Consulting,201-500,201-500_155,1050305,Optus Infotech,280.0,28670.0,100078.0,607
83,Analytics & KPO,501-1000,501-1000_83,1053323,YouGov,572.5,8555.5,8555.5,40
107,Beauty & Personal Care,201-500,201-500_107,1053385,RENEE Cosmetics,235.5,1481.0,1481.0,12
155,IT Services & Consulting,1-10,1-10_155,1053897,Alstonia Consulting,695.5,4546.5,4546.5,38
155,IT Services & Consulting,11-50,11-50_155,1054861,Appzotech Enterprises Private Limited,204.0,17265.0,110794.5,433
56,Fashion & Textile,51-200,51-200_56,1056305,SNITCH,164.5,5501.5,5501.5,42
155,IT Services & Consulting,51-200,51-200_155,1058517,Techjays,116.0,24634.5,159944.5,920
46,Real Estate,51-200,51-200_46,1060751,Property Junctions,163.0,12326.5,16333.5,109
193,Management Consulting,51-200,51-200_193,1061279,Ankura,123.0,8781.0,8781.0,55
155,IT Services & Consulting,11-50,11-50_155,1062197,Technotrust Solutions,476.0,17265.0,110794.5,433
89,Hardware & Networking,1001-5000,1001-5000_89,1063129,Trellix,488.5,38120.5,38120.5,19
26,Building Material,1001-5000,1001-5000_26,1064891,Adani Cement,526.5,37560.5,37560.5,69
183,Sports & Recreation,51-200,51-200_183,1064959,Ninety One Cycle,197.5,216.5,216.5,4
155,IT Services & Consulting,11-50,11-50_155,1065123,HTS Tech Solutions,271.0,17265.0,110794.5,433
111,Consumer Electronics & Appliances,201-500,201-500_111,1065193,Regal Rexnord Corporation,886.5,3417.0,3417.0,24
123,Biotechnology,201-500,201-500_123,1065209,Roche Information Solutions,225.0,1635.0,1635.0,16
157,Software Product,201-500,201-500_157,1065215,eProductivity Software,116.0,12910.0,27879.5,141
97,FinTech,11-50,11-50_97,1066119,EduFund,147.0,619.0,619.0,18
49,Retail,201-500,201-500_49,1067697,Albertsons Companies,210.5,21240.0,21240.0,51
49,Retail,51-200,51-200_49,1068121,Hy-Vee,130.0,4155.5,4155.5,36
101,Investment Banking / Venture Capital / Private Equity,11-50,11-50_101,1068353,Houlihan Lokey,248.0,2191.5,2191.5,17
85,Recruitment,11-50,11-50_85,1068471,HiringBooster,256.0,16905.0,16905.0,81
21,Financial Services,11-50,11-50_21,1068511,Corpay India,148.5,13565.0,13565.0,98
21,Financial Services,501-1000,501-1000_21,1068557,First Citizens India,1294.5,14766.5,14766.5,86
34,Legal,11-50,11-50_34,1068621,NRIWAY,134.0,412.5,412.5,17
123,Biotechnology,51-200,51-200_123,1068745,ImmunoACT,125.0,14961.5,14961.5,32
31,Internet,1-10,1-10_31,1069447,Booking Holdings,1814.0,1814.0,1814.0,13
189,Accounting & Auditing,11-50,11-50_189,1069469,Baker Tilly US,147.0,5084.5,5084.5,18
157,Software Product,1-10,1-10_157,1070019,Wrike,121.0,1343.5,1343.5,20
99,Insurance,51-200,51-200_99,1070227,ValuEnable,115.0,5522.0,5522.0,15
59,Other,51-200,51-200_59,1070575,Nemko,104.0,914.0,914.0,17
155,IT Services & Consulting,11-50,11-50_155,1070953,Cloudflare,141.0,17265.0,110794.5,433
129,Healthcare,51-200,51-200_129,1071201,CrelioHealth,431.5,8987.5,8987.5,97
157,Software Product,1-10,1-10_157,1071551,CompuGroup Medical,1343.5,1343.5,1343.5,20
109,Beverage,51-200,51-200_109,1071581,XXXX Brewery,228.5,4812.5,4812.5,15
157,Software Product,11-50,11-50_157,1071617,Procore,228.5,15598.5,16984.0,142
101,Investment Banking / Venture Capital / Private Equity,51-200,51-200_101,1071649,Jefferies Financial Group,279.5,2587.0,2587.0,29
31,Internet,11-50,11-50_31,1071831,Coupang,957.0,14934.0,22185.0,138
6,Automobile,501-1000,501-1000_6,1071999,Greaves Electric Mobility,367.5,10425.5,10425.5,31
167,Industrial Automation,201-500,201-500_167,1072599,Ati Motors,125.0,1729.0,1729.0,20
21,Financial Services,11-50,11-50_21,1073041,Jane Street,892.0,13565.0,13565.0,98
44,Power,51-200,51-200_44,1073417,Dana TM4,154.0,9772.5,9772.5,54
157,Software Product,201-500,201-500_157,1073483,Snowflake,545.5,12910.0,27879.5,141
157,Software Product,11-50,11-50_157,1073597,DocuSign,370.5,15598.5,16984.0,142
109,Beverage,51-200,51-200_109,1074035,Lahori Zeera,153.5,4812.5,4812.5,15
49,Retail,51-200,51-200_49,1074173,Lululemon Athletica,291.5,4155.5,4155.5,36
155,IT Services & Consulting,51-200,51-200_155,1074607,Scybers,109.0,24634.5,159944.5,920
31,Internet,51-200,51-200_31,1075993,TechShu Digital,139.5,34743.0,38534.5,255
157,Software Product,11-50,11-50_157,1076021,Tyler Technologies,119.0,15598.5,16984.0,142
155,IT Services & Consulting,201-500,201-500_155,1076027,Teqfocus Consulting,493.5,28670.0,100078.0,607
49,Retail,51-200,51-200_49,1076297,The TJX Companies,300.0,4155.5,4155.5,36
155,IT Services & Consulting,51-200,51-200_155,1076423,Vonage,751.0,24634.5,159944.5,920
91,Engineering & Construction,5001-10000,5001-10000_91,1076583,TRC Companies,123.0,100273.0,100273.0,30
21,Financial Services,11-50,11-50_21,1076601,Voya Financial,113.0,13565.0,13565.0,98
157,Software Product,201-500,201-500_157,1076655,Toast,4186.0,12910.0,27879.5,141
179,Media & Entertainment,51-200,51-200_179,1076715,EssentiallySports,4471.5,4471.5,4471.5,15
85,Recruitment,201-500,201-500_85,1077027,Vensure Employer Services,692.5,25156.0,25156.0,50
155,IT Services & Consulting,201-500,201-500_155,1077349,Skit.ai,137.0,28670.0,100078.0,607
24,Gaming,51-200,51-200_24,1077539,FRND,396.0,2886.5,2886.5,24
157,Software Product,51-200,51-200_157,1077577,GoTo,105.0,19484.0,24151.0,247
157,Software Product,51-200,51-200_157,1077963,Unity Technologies,104.0,19484.0,24151.0,247
21,Financial Services,51-200,51-200_21,1078411,EPIC Investment Partners,110.0,16444.0,31517.0,214
123,Biotechnology,51-200,51-200_123,1078677,Regeneron Pharmaceuticals,110.5,14961.5,14961.5,32
89,Hardware & Networking,11-50,11-50_89,1078877,Rapid7,172.0,1652.5,1652.5,6
129,Healthcare,51-200,51-200_129,1078989,Owens & Minor,140.0,8987.5,8987.5,97
157,Software Product,51-200,51-200_157,1080609,The Modern Data Company,143.5,19484.0,24151.0,247
87,Education & Training,501-1000,501-1000_87,1081207,SNS Institutions,127.0,22812.5,22812.5,92
155,IT Services & Consulting,501-1000,501-1000_155,1081525,Corsearch,152.5,20824.0,40421.0,304
157,Software Product,201-500,201-500_157,1082529,Quorum Software,300.0,12910.0,27879.5,141
157,Software Product,201-500,201-500_157,1082885,Proventech,254.0,12910.0,27879.5,141
97,FinTech,11-50,11-50_97,1083091,PrimeXBT,545.0,619.0,619.0,18
175,Marketing & Advertising,51-200,51-200_175,1083241,Autus Digital Agency,154.5,14873.5,14873.5,73
179,Media & Entertainment,501-1000,501-1000_179,1083259,Warner Bros. Discovery,2226.0,3270.0,3270.0,10
157,Software Product,11-50,11-50_157,1084259,Secure Blink,184.0,15598.5,16984.0,142
155,IT Services & Consulting,11-50,11-50_155,1084957,Checkmate Global Technologies,144.0,17265.0,110794.5,433
155,IT Services & Consulting,51-200,51-200_155,1085475,iVerify Research Services,207.0,24634.5,159944.5,920
6,Automobile,201-500,201-500_6,1086879,Turno,257.0,4672.0,4672.0,38
157,Software Product,51-200,51-200_157,1087805,Ailoitte,140.0,19484.0,24151.0,247
161,Chemicals,51-200,51-200_161,1088467,Atvantic Finechem,113.0,8621.5,8621.5,66
44,Power,1001-5000,1001-5000_44,1089397,Hitachi Energy,25578.5,42208.5,42208.5,49
131,Pharma,51-200,51-200_131,1090017,Truemeds,1120.0,14664.0,20361.5,109
121,EdTech,51-200,51-200_121,1090737,AAFT Online,310.5,25983.0,25983.0,57
49,Retail,201-500,201-500_49,1092775,Clicktech Retail,146.0,21240.0,21240.0,51
171,Petrochemicals,501-1000,501-1000_171,1093837,Finorchem Limited,594.0,3189.5,3189.5,10
155,IT Services & Consulting,501-1000,501-1000_155,1094769,Relevantz Technology Services,450.0,20824.0,40421.0,304
155,IT Services & Consulting,201-500,201-500_155,1095299,Rite Software Solutions And Services,307.5,28670.0,100078.0,607
145,BPO,51-200,51-200_145,1096417,Kimon Services,159.5,16008.5,16008.5,30
175,Marketing & Advertising,201-500,201-500_175,1096723,Opporture,125.5,13202.0,13202.0,47
157,Software Product,1001-5000,1001-5000_157,1097161,Altera Digital Health,426.0,19608.5,19608.5,41
34,Legal,51-200,51-200_34,1097881,KS Legal & Associates,149.0,3942.5,3942.5,40
46,Real Estate,201-500,201-500_46,1098703,Homesfy Realty,255.0,12233.0,13549.5,104
189,Accounting & Auditing,51-200,51-200_189,1099403,Affluence Advisory,111.0,8463.5,8463.5,38
175,Marketing & Advertising,51-200,51-200_175,1100393,Lead Height,1022.5,14873.5,14873.5,73
31,Internet,51-200,51-200_31,1100451,TrapTheDeal,105.0,34743.0,38534.5,255
157,Software Product,201-500,201-500_157,1101669,Pathlock India,167.0,12910.0,27879.5,141
155,IT Services & Consulting,1001-5000,1001-5000_155,1103065,Hitech Digital Solutions,3841.0,89243.5,176256.0,347
5,Architecture & Interior Design,51-200,51-200_5,1103541,Unified Workplace,148.0,6580.5,6580.5,43
155,IT Services & Consulting,51-200,51-200_155,1105007,Werq Labs,220.0,24634.5,159944.5,920
46,Real Estate,11-50,11-50_46,1105817,PSFR Private Limited,121.0,5546.5,5546.5,28
155,IT Services & Consulting,1-10,1-10_155,1105967,BrightGeeks Technologies,124.0,4546.5,4546.5,38
129,Healthcare,501-1000,501-1000_129,1106851,Phreesia,109.0,9328.0,9328.0,79
21,Financial Services,11-50,11-50_21,1106921,MoneyMasterz,133.5,13565.0,13565.0,98
155,IT Services & Consulting,51-200,51-200_155,1107387,Qloron Technology,159.5,24634.5,159944.5,920
155,IT Services & Consulting,11-50,11-50_155,1109193,MegaMinds Technologies Private Limited ,114.0,17265.0,110794.5,433
31,Internet,11-50,11-50_31,1110153,Idbook Hotels,162.0,14934.0,22185.0,138
157,Software Product,201-500,201-500_157,1116155,Multiplier Technologies,106.0,12910.0,27879.5,141
91,Engineering & Construction,51-200,51-200_91,1118547,VICOMA ENGINEERING,103.0,16601.5,29117.5,147
21,Financial Services,501-1000,501-1000_21,1119067,Godrej Capital,936.0,14766.5,14766.5,86
157,Software Product,11-50,11-50_157,1119689,TechUp Labs,239.5,15598.5,16984.0,142
87,Education & Training,51-200,51-200_87,1119901,DevTown,3671.5,21660.5,28802.5,244
119,Travel & Tourism,51-200,51-200_119,1120221,Travelounce,120.0,4518.5,4518.5,32
155,IT Services & Consulting,201-500,201-500_155,1120249,Enterprise Minds,645.5,28670.0,100078.0,607
159,Auto Components,1001-5000,1001-5000_159,1121461,ZF Commercial Vehicle Control Systems,3804.0,25235.0,32599.5,115
135,Logistics,51-200,51-200_135,1124187,Zippee,317.0,5849.0,5849.0,42
24,Gaming,201-500,201-500_24,1125641,Deltatech Gaming,541.0,1922.0,1922.0,13
193,Management Consulting,11-50,11-50_193,1126023,Mirats Insights,257.0,6023.5,6023.5,28
157,Software Product,11-50,11-50_157,1127057,Modernizing Medicine,416.0,15598.5,16984.0,142
155,IT Services & Consulting,51-200,51-200_155,1127059,Appian,212.5,24634.5,159944.5,920
157,Software Product,201-500,201-500_157,1128875,Addepar,203.5,12910.0,27879.5,141
175,Marketing & Advertising,51-200,51-200_175,1129449,WishLink,301.5,14873.5,14873.5,73
56,Fashion & Textile,51-200,51-200_56,1129743,Cloudtailor,162.0,5501.5,5501.5,42
87,Education & Training,501-1000,501-1000_87,1130073,SNS iHub,138.0,22812.5,22812.5,92
155,IT Services & Consulting,51-200,51-200_155,1130687,Beinex,549.5,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,1131525,Techsteck Solutions,173.5,24634.5,159944.5,920
175,Marketing & Advertising,51-200,51-200_175,1131643,Techsharks Internet Services,260.5,14873.5,14873.5,73
75,Urban Transport,51-200,51-200_75,1132387,Lytx,234.0,4143.5,4143.5,13
97,FinTech,201-500,201-500_97,1133343,SimCorp India,329.5,9489.0,9489.0,48
111,Consumer Electronics & Appliances,11-50,11-50_111,1133549,Primebook India,123.0,2521.0,2521.0,9
123,Biotechnology,11-50,11-50_123,1134031,Guardant Health India,121.5,824.0,824.0,7
155,IT Services & Consulting,11-50,11-50_155,1134725,BitLogic Software,138.0,17265.0,110794.5,433
151,Emerging Technologies,51-200,51-200_151,1134803,BrainCave Software,141.0,10844.0,10844.0,50
155,IT Services & Consulting,11-50,11-50_155,1139745,Fineshift Software,178.5,17265.0,110794.5,433
157,Software Product,1-10,1-10_157,1140097,Suitable AI,106.0,1343.5,1343.5,20
155,IT Services & Consulting,201-500,201-500_155,1141317,Vertex Cosmos,376.0,28670.0,100078.0,607
91,Engineering & Construction,11-50,11-50_91,1141779,Mistahou Financial Group,113.0,47052.5,47052.5,42
151,Emerging Technologies,51-200,51-200_151,1142071,Goognu Data Services,199.0,10844.0,10844.0,50
85,Recruitment,51-200,51-200_85,1143599,HumanHire Corp.,4833.5,32100.5,32100.5,88
44,Power,501-1000,501-1000_44,1143771,Sterling and Wilson Renewable Energy,689.0,7130.5,7130.5,33
155,IT Services & Consulting,201-500,201-500_155,1145379,PGC Digital,344.0,28670.0,100078.0,607
30,Import & Export,11-50,11-50_30,1145529,Supersonic distribution and Services,104.0,375.5,375.5,6
129,Healthcare,1001-5000,1001-5000_129,1145823,Marengo Asia Hospitals,392.0,25991.0,27169.5,106
157,Software Product,11-50,11-50_157,1147661,Zithara,281.5,15598.5,16984.0,142
119,Travel & Tourism,201-500,201-500_119,1148183,Blueberry Travel,110.0,1581.0,1581.0,21
119,Travel & Tourism,201-500,201-500_119,1150877,Blueberry Group,165.0,1581.0,1581.0,21
179,Media & Entertainment,501-1000,501-1000_179,1152981,Publicis Global Delivery,414.5,3270.0,3270.0,10
155,IT Services & Consulting,51-200,51-200_155,1153179,AppLogiQ,647.5,24634.5,159944.5,920
155,IT Services & Consulting,11-50,11-50_155,1154253,Innova Esi,708.0,17265.0,110794.5,433
155,IT Services & Consulting,11-50,11-50_155,1156641,Vector 3 Digital Tech,113.0,17265.0,110794.5,433
157,Software Product,201-500,201-500_157,1158145,Navan Labs,166.0,12910.0,27879.5,141
155,IT Services & Consulting,51-200,51-200_155,1158811,HKB Development,104.0,24634.5,159944.5,920
129,Healthcare,51-200,51-200_129,1159337,Amaha,139.5,8987.5,8987.5,97
155,IT Services & Consulting,501-1000,501-1000_155,1160503,Grid Dynamics,630.5,20824.0,40421.0,304
155,IT Services & Consulting,11-50,11-50_155,1160589,Hack2skill,136.0,17265.0,110794.5,433
21,Financial Services,501-1000,501-1000_21,1161137,BetaNXT,124.0,14766.5,14766.5,86
155,IT Services & Consulting,11-50,11-50_155,1161205,Fusion TechLab,423.0,17265.0,110794.5,433
161,Chemicals,11-50,11-50_161,1161769,Elchemy,171.0,2129.0,2129.0,11
97,FinTech,51-200,51-200_97,1162497,Univest Communication Technologies,537.0,12478.5,12478.5,60
131,Pharma,11-50,11-50_131,1162579,Novumgen,362.5,8024.0,8024.0,27
97,FinTech,51-200,51-200_97,1163237,1 Finance,165.0,12478.5,12478.5,60
97,FinTech,51-200,51-200_97,1165365,Jiraaf,133.0,12478.5,12478.5,60
189,Accounting & Auditing,201-500,201-500_189,1165747,AKM Global,1061.0,5243.5,5243.5,22
155,IT Services & Consulting,1001-5000,1001-5000_155,1165779,Entain,365.0,89243.5,176256.0,347
155,IT Services & Consulting,201-500,201-500_155,1166489,Ciklum,1029.0,28670.0,100078.0,607
97,FinTech,201-500,201-500_97,1166873,Paytm Payments Services,613.0,9489.0,9489.0,48
44,Power,501-1000,501-1000_44,1168647,Everrenew,115.0,7130.5,7130.5,33
193,Management Consulting,11-50,11-50_193,1168667,Liberation Coaches,177.0,6023.5,6023.5,28
155,IT Services & Consulting,1001-5000,1001-5000_155,1170475,Motherson Technology Services,332.0,89243.5,176256.0,347
131,Pharma,5001-10000,5001-10000_131,1172989,Zydus Healthcare,503.5,51504.0,51504.0,21
97,FinTech,51-200,51-200_97,1173133,ZET,325.0,12478.5,12478.5,60
24,Gaming,201-500,201-500_24,1173929,Scientific Games ,492.0,1922.0,1922.0,13
103,NBFC,1001-5000,1001-5000_103,1173947,Keertana Finserv,147.5,16038.5,16038.5,42
157,Software Product,501-1000,501-1000_157,1174075,insightsoftware,1288.5,22195.5,22195.5,43
6,Automobile,1001-5000,1001-5000_6,1174809,Daimler Truck,1393.0,36657.0,36657.0,63
44,Power,51-200,51-200_44,1175149,Hinduja Renewables,200.5,9772.5,9772.5,54
149,Electronics Manufacturing,501-1000,501-1000_149,1178147,Zet Town,190.0,8242.0,8242.0,28
187,Government,51-200,51-200_187,1180443,Start-Up Sahay,194.5,4388.0,4388.0,13
155,IT Services & Consulting,1001-5000,1001-5000_155,1180505,NTT DATA Business Solutions,34824.5,89243.5,176256.0,347
83,Analytics & KPO,501-1000,501-1000_83,1180545,Merit Data and Technology,679.0,8555.5,8555.5,40
155,IT Services & Consulting,201-500,201-500_155,1182757,Eze Castle Integrations,103.0,28670.0,100078.0,607
149,Electronics Manufacturing,501-1000,501-1000_149,1182791,Copeland,774.0,8242.0,8242.0,28
36,Industrial Machinery,51-200,51-200_36,1184775,Marut Air Systems Pvt. Ltd.,168.5,13473.5,16320.5,106
21,Financial Services,201-500,201-500_21,1189781,Waystone,210.0,12502.0,15819.0,130
121,EdTech,51-200,51-200_121,1190213,Bosscoder Academy,126.5,25983.0,25983.0,57
119,Travel & Tourism,201-500,201-500_119,1190547,Country Holidays Travel India,1252.5,1581.0,1581.0,21
155,IT Services & Consulting,51-200,51-200_155,1192599,Momentum Controls Software and Services,107.0,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,1193229,Elfonze Technologies,328.5,24634.5,159944.5,920
155,IT Services & Consulting,51-200,51-200_155,1194047,IT Idol Technologies,183.5,24634.5,159944.5,920
31,Internet,11-50,11-50_31,1194063,Shipthis,116.0,14934.0,22185.0,138
175,Marketing & Advertising,11-50,11-50_175,1194331,Cruzen Digital,120.0,5777.0,5777.0,56
155,IT Services & Consulting,51-200,51-200_155,1198859,Finsmart Accounting,129.0,24634.5,159944.5,920
147,Semiconductors,1001-5000,1001-5000_147,1201427,TDK Corporation,174.0,28753.0,28753.0,24
107,Beauty & Personal Care,51-200,51-200_107,1210815,RAS Beauty Private Limited,111.0,1456.0,1456.0,15
157,Software Product,201-500,201-500_157,1212935,Perforce Software,215.5,12910.0,27879.5,141
131,Pharma,1001-5000,1001-5000_131,1213209,Haleon,808.5,54917.5,76591.5,101
175,Marketing & Advertising,51-200,51-200_175,1214633,Troika Tech Services,588.0,14873.5,14873.5,73
155,IT Services & Consulting,51-200,51-200_155,1215397,NexTurn ,16451.0,24634.5,159944.5,920
155,IT Services & Consulting,201-500,201-500_155,1216933,Metayb,1152.5,28670.0,100078.0,607
155,IT Services & Consulting,1001-5000,1001-5000_155,1220275,Kaar Tech,834.0,89243.5,176256.0,347
121,EdTech,11-50,11-50_121,1223775,edForce,226.5,4639.0,4639.0,38
